mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
14,false,4,6,0.6153846153846154,7,0.5384615384615384,0.5163977794943222,4,0,11,0,
14,false,5,6,0.6153846153846154,7,0.5384615384615384,0.5163977794943222,4,0,11,0,
14,false,6,8,0.46153846153846156,14,0.0,0.0,0,4,5,6,
14,false,8,5,0.6923076923076923,5,0.6923076923076923,0.6324555320336759,4,0,6,5,
14,false,9,8,0.46153846153846156,14,0.0,0.0,0,4,3,8,
14,false,11,4,0.7692307692307692,4,0.7692307692307692,0.7559289460184544,4,0,3,8,
14,false,12,8,0.46153846153846156,14,0.0,0.0,0,4,3,8,
14,false,14,1,1.0,1,1.0,1.0,4,0,0,11,
14,false,17,8,0.46153846153846156,14,0.0,0.0,0,4,11,0,
14,false,21,8,0.46153846153846156,14,0.0,0.0,0,4,5,6,
14,false,24,8,0.46153846153846156,14,0.0,0.0,0,4,3,8,
14,false,27,8,0.46153846153846156,14,0.0,0.0,0,4,3,8,
14,true,30,2,0.9230769230769231,3,0.8461538461538461,0.8660254037844387,3,1,0,11,
14,false,31,2,0.9230769230769231,3,0.8461538461538461,0.8660254037844387,3,1,0,11,
