mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
2,false,4,3,0.8666666666666667,4,0.8,0.5773502691896257,5,0,10,0,
2,false,5,3,0.8666666666666667,4,0.8,0.5773502691896257,5,0,10,0,
2,false,6,1,1.0,2,0.9333333333333333,0.8,4,1,1,9,
2,false,8,10,0.4,10,0.4,0.1414213562373095,1,4,9,1,
2,false,9,11,0.33333333333333337,16,0.0,0.0,0,5,3,7,
2,false,11,9,0.4666666666666667,9,0.4666666666666667,0.1690308509457033,1,4,6,4,
2,false,12,11,0.33333333333333337,16,0.0,0.0,0,5,3,7,
2,false,14,7,0.6,8,0.5333333333333333,0.22360679774997896,1,4,3,7,
2,false,15,11,0.33333333333333337,16,0.0,0.0,0,5,3,7,
2,false,17,5,0.7333333333333334,5,0.7333333333333334,0.47809144373375745,4,1,10,0,
2,true,21,1,1.0,2,0.9333333333333333,0.8,4,1,1,9,
2,false,24,11,0.33333333333333337,16,0.0,0.0,0,5,3,7,
2,false,27,11,0.33333333333333337,16,0.0,0.0,0,5,3,7,
2,false,30,7,0.6,8,0.5333333333333333,0.22360679774997896,1,4,3,7,
2,false,31,6,0.6666666666666667,6,0.6666666666666667,0.4472135954999579,1,4,0,10,
2,false,33,11,0.33333333333333337,16,0.0,0.0,0,5,3,7,
