mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
8,false,4,5,0.7142857142857143,6,0.6428571428571428,0.4472135954999579,3,0,12,0,
8,false,5,5,0.7142857142857143,6,0.6428571428571428,0.4472135954999579,3,0,12,0,
8,false,6,10,0.3571428571428571,15,0.0,0.0,0,3,5,7,
8,false,8,4,0.7857142857142857,4,0.7857142857142857,0.5477225575051661,3,0,7,5,
8,false,9,10,0.3571428571428571,15,0.0,0.0,0,3,3,9,
8,false,11,2,0.9285714285714286,2,0.9285714285714286,0.6546536707079772,3,0,4,8,
8,true,12,1,1.0,1,1.0,0.6666666666666666,2,1,1,11,
8,false,14,8,0.5,9,0.4285714285714286,0.2886751345948129,1,2,3,9,
8,false,15,10,0.3571428571428571,15,0.0,0.0,0,3,3,9,
8,false,17,7,0.5714285714285714,7,0.5714285714285714,0.3086066999241838,2,1,12,0,
8,false,21,10,0.3571428571428571,15,0.0,0.0,0,3,5,7,
8,false,24,10,0.3571428571428571,15,0.0,0.0,0,3,3,9,
8,false,30,8,0.5,9,0.4285714285714286,0.2886751345948129,1,2,3,9,
8,false,31,3,0.8571428571428572,3,0.8571428571428572,0.5773502691896258,1,2,0,12,
8,false,33,10,0.3571428571428571,15,0.0,0.0,0,3,3,9,
