mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
21,false,4,6,0.6666666666666667,7,0.6,0.2581988897471611,1,0,14,0,
21,false,5,6,0.6666666666666667,7,0.6,0.2581988897471611,1,0,14,0,
21,false,6,8,0.5333333333333333,16,0.0,0.0,0,1,5,9,
21,false,8,5,0.7333333333333334,5,0.7333333333333334,0.31622776601683794,1,0,9,5,
21,false,9,8,0.5333333333333333,16,0.0,0.0,0,1,3,11,
21,false,11,4,0.8,4,0.8,0.3779644730092272,1,0,6,8,
21,false,12,8,0.5333333333333333,16,0.0,0.0,0,1,3,11,
21,false,14,2,0.9333333333333333,3,0.8666666666666667,0.5,1,0,3,11,
21,false,15,8,0.5333333333333333,16,0.0,0.0,0,1,3,11,
21,false,17,8,0.5333333333333333,16,0.0,0.0,0,1,14,0,
21,false,21,8,0.5333333333333333,16,0.0,0.0,0,1,5,9,
21,false,24,8,0.5333333333333333,16,0.0,0.0,0,1,3,11,
21,false,27,8,0.5333333333333333,16,0.0,0.0,0,1,3,11,
21,false,30,2,0.9333333333333333,3,0.8666666666666667,0.5,1,0,3,11,
21,true,31,1,1.0,1,1.0,1.0,1,0,0,14,
21,false,33,8,0.5333333333333333,16,0.0,0.0,0,1,3,11,
