mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
5,false,15,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,16,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,22,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,22,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,23,9,0.3846153846153846,14,0.0,0.0,0,1,2,0,
5,false,24,9,0.3846153846153846,14,0.0,0.0,0,1,2,0,
5,false,27,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,27,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,28,9,0.3846153846153846,14,0.0,0.0,0,1,2,0,
5,false,29,9,0.3846153846153846,14,0.0,0.0,0,1,2,0,
5,false,32,9,0.3846153846153846,14,0.0,0.0,0,1,2,0,
5,false,34,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
5,false,37,9,0.3846153846153846,14,0.0,0.0,0,1,2,0,
5,false,43,1,1.0,8,0.46153846153846156,0.5773502691896258,1,0,2,0,
