mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
4,false,15,1,1.0,6,0.6153846153846154,1.0,3,0,0,0,
4,false,16,1,1.0,6,0.6153846153846154,1.0,3,0,0,0,
4,false,22,1,1.0,6,0.6153846153846154,1.0,3,0,0,0,
4,false,22,1,1.0,6,0.6153846153846154,1.0,3,0,0,0,
4,false,23,1,1.0,6,0.6153846153846154,1.0,3,0,0,0,
4,false,24,1,1.0,6,0.6153846153846154,1.0,3,0,0,0,
4,false,27,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,27,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,28,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,29,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,32,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,34,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,37,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
4,false,43,7,0.5384615384615384,14,0.0,0.8164965809277261,2,1,0,0,
