mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
11,false,15,12,0.08333333333333337,13,0.0,0.0,0,2,1,0,
11,false,16,12,0.08333333333333337,13,0.0,0.0,0,2,1,0,
11,false,22,8,0.41666666666666663,11,0.16666666666666663,0.8164965809277261,2,0,1,0,
11,false,22,8,0.41666666666666663,11,0.16666666666666663,0.8164965809277261,2,0,1,0,
11,false,23,8,0.41666666666666663,11,0.16666666666666663,0.8164965809277261,2,0,1,0,
11,false,24,8,0.41666666666666663,11,0.16666666666666663,0.8164965809277261,2,0,1,0,
11,false,27,1,1.0,7,0.5,1.0,2,0,0,1,
11,false,27,1,1.0,7,0.5,1.0,2,0,0,1,
11,false,28,1,1.0,7,0.5,1.0,2,0,0,1,
11,false,29,1,1.0,7,0.5,1.0,2,0,0,1,
11,false,32,1,1.0,7,0.5,1.0,2,0,0,1,
11,false,34,1,1.0,7,0.5,1.0,2,0,0,1,
11,false,43,1,1.0,7,0.5,1.0,2,0,0,1,
