mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
6,true,15,9,0.3846153846153846,14,0.0,0.8164965809277261,2,0,1,0,
6,false,16,9,0.3846153846153846,14,0.0,0.8164965809277261,2,0,1,0,
6,false,22,9,0.3846153846153846,14,0.0,0.8164965809277261,2,0,1,0,
6,false,22,9,0.3846153846153846,14,0.0,0.8164965809277261,2,0,1,0,
6,false,23,9,0.3846153846153846,14,0.0,0.8164965809277261,2,0,1,0,
6,false,24,9,0.3846153846153846,14,0.0,0.8164965809277261,2,0,1,0,
6,false,27,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,27,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,28,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,29,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,32,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,34,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,37,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
6,false,43,1,1.0,8,0.46153846153846156,1.0,2,0,0,1,
