mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
65,true,93,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,94,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,96,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,96,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,98,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,100,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,101,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,102,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,103,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,104,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,105,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,106,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,112,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,113,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,118,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,124,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,125,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,127,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,127,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,129,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,131,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,132,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,133,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,134,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,135,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,136,1,1.0,27,0.0,1.0,1,0,0,0,
65,false,149,1,1.0,27,0.0,1.0,1,0,0,0,
