mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
68,false,93,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,96,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,96,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,98,1,1.0,23,0.0,1.0,1,0,0,0,
68,true,100,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,102,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,104,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,106,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,112,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,113,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,118,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,124,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,125,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,127,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,127,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,129,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,131,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,132,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,133,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,134,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,135,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,136,1,1.0,23,0.0,1.0,1,0,0,0,
68,false,149,1,1.0,23,0.0,1.0,1,0,0,0,
