mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
23,false,23,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,24,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,25,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,30,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,32,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,32,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,33,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,39,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,40,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,41,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,44,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,44,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,true,45,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,46,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,50,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
23,false,73,1,1.0,16,0.0,0.8164965809277261,2,0,1,0,
