mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
22,false,6,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,7,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,11,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,12,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,16,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,18,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,19,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,19,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,20,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,20,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,21,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,22,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,24,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,24,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,27,27,0.21212121212121215,34,0.0,0.0,0,3,2,0,
22,false,28,27,0.21212121212121215,34,0.0,0.0,0,3,2,0,
22,false,29,27,0.21212121212121215,34,0.0,0.0,0,3,2,0,
22,false,32,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,35,1,1.0,2,0.9696969696969697,0.8660254037844387,3,0,1,1,
22,true,36,1,1.0,2,0.9696969696969697,0.8660254037844387,3,0,1,1,
22,false,38,27,0.21212121212121215,34,0.0,0.0,0,3,1,1,
22,false,47,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,48,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,49,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,52,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,53,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,53,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,54,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,55,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,56,3,0.9393939393939394,26,0.24242424242424243,0.7745966692414834,3,0,2,0,
22,false,61,27,0.21212121212121215,34,0.0,0.0,0,3,1,1,
22,false,62,27,0.21212121212121215,34,0.0,0.0,0,3,1,1,
22,false,66,27,0.21212121212121215,34,0.0,0.0,0,3,1,1,
22,false,67,27,0.21212121212121215,34,0.0,0.0,0,3,1,1,
