FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/WordSearch.java,41,41,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,45,45,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,46,46,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,47,47,0.0,0,1,1,1,
src/main/java/example/WordSearch.java,49,49,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,50,50,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,51,51,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,52,52,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,53,53,0.0,0,1,2,0,
src/main/java/example/WordSearch.java,54,54,0.0,0,1,2,0,
src/main/java/example/WordSearch.java,52,55,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,49,56,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,57,57,0.7071067811865475,1,0,1,1,
src/main/java/example/WordSearch.java,58,58,0.7071067811865475,1,0,1,1,
src/main/java/example/WordSearch.java,62,62,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,63,63,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,64,64,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,65,65,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,66,66,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,67,67,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,68,68,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,69,69,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,66,70,0.5773502691896258,1,0,2,0,
src/main/java/example/WordSearch.java,73,73,0.0,0,1,1,1,
