FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/WordSearch.java,41,41,NaN,0,2,0,1,
src/main/java/example/WordSearch.java,45,45,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,46,46,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,47,47,0.0,0,2,1,0,
src/main/java/example/WordSearch.java,49,49,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,50,50,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,51,51,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,52,52,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,53,53,0.0,0,2,1,0,
src/main/java/example/WordSearch.java,54,54,0.0,0,2,1,0,
src/main/java/example/WordSearch.java,52,55,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,49,56,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,57,57,NaN,0,2,0,1,
src/main/java/example/WordSearch.java,58,58,NaN,0,2,0,1,
src/main/java/example/WordSearch.java,62,62,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,63,63,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,64,64,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,65,65,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,66,66,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,67,67,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,68,68,0.0,0,2,1,0,
src/main/java/example/WordSearch.java,69,69,0.0,0,2,1,0,
src/main/java/example/WordSearch.java,66,70,0.8164965809277261,2,0,1,0,
src/main/java/example/WordSearch.java,73,73,NaN,0,2,0,1,
