mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
7,false,20,1,1.0,2,0.9,1.0,11,0,0,11,
7,false,23,1,1.0,2,0.9,1.0,11,0,0,11,
7,false,31,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,32,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,33,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,33,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,34,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,35,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,37,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,38,3,0.8,11,0.0,0.0,0,11,11,0,
7,false,40,3,0.8,11,0.0,0.0,0,11,11,0,
