mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
1,false,20,1,1.0,4,0.75,1.0,11,0,0,11,
1,false,23,1,1.0,4,0.75,1.0,11,0,0,11,
1,true,24,1,1.0,4,0.75,1.0,11,0,0,11,
1,false,26,1,1.0,4,0.75,1.0,11,0,0,11,
1,false,31,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,32,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,33,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,33,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,34,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,35,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,37,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,38,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
1,false,40,5,0.6666666666666667,13,0.0,0.0,0,11,11,0,
