FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Tribonacci.java,18,18,0.4082482904638631,1,0,5,0,
src/main/java/example/Tribonacci.java,19,19,0.4472135954999579,1,0,4,1,
src/main/java/example/Tribonacci.java,21,21,0.0,0,1,3,2,
src/main/java/example/Tribonacci.java,22,22,0.0,0,1,3,2,
src/main/java/example/Tribonacci.java,23,23,0.0,0,1,3,2,
src/main/java/example/Tribonacci.java,25,25,0.0,0,1,3,2,
src/main/java/example/Tribonacci.java,26,26,0.0,0,1,2,3,
src/main/java/example/Tribonacci.java,27,27,0.0,0,1,2,3,
src/main/java/example/Tribonacci.java,28,28,0.0,0,1,2,3,
src/main/java/example/Tribonacci.java,29,29,0.0,0,1,2,3,
src/main/java/example/Tribonacci.java,25,30,0.0,0,1,3,2,
src/main/java/example/Tribonacci.java,32,32,0.0,0,1,3,2,
