FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Tribonacci.java,18,18,0.5773502691896258,2,0,4,0,
src/main/java/example/Tribonacci.java,19,19,0.31622776601683794,1,1,4,0,
src/main/java/example/Tribonacci.java,21,21,0.35355339059327373,1,1,3,1,
src/main/java/example/Tribonacci.java,22,22,0.35355339059327373,1,1,3,1,
src/main/java/example/Tribonacci.java,23,23,0.35355339059327373,1,1,3,1,
src/main/java/example/Tribonacci.java,25,25,0.35355339059327373,1,1,3,1,
src/main/java/example/Tribonacci.java,26,26,0.0,0,2,3,1,
src/main/java/example/Tribonacci.java,27,27,0.0,0,2,3,1,
src/main/java/example/Tribonacci.java,28,28,0.0,0,2,3,1,
src/main/java/example/Tribonacci.java,29,29,0.0,0,2,3,1,
src/main/java/example/Tribonacci.java,25,30,0.35355339059327373,1,1,3,1,
src/main/java/example/Tribonacci.java,32,32,0.35355339059327373,1,1,3,1,
