FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/KMPSearch.java,6,6,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,7,7,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,11,11,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,12,12,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,16,16,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,18,18,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,19,19,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,20,20,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,21,21,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,22,22,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,20,23,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,24,24,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,24,30,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,27,27,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,28,28,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,29,29,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,19,40,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,32,32,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,35,35,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,36,36,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,38,38,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,42,42,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,47,47,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,48,48,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,49,49,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,52,52,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,53,53,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,54,54,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,55,55,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,56,56,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,53,57,1.0,5,0,0,0,
src/main/java/example/KMPSearch.java,61,61,0.4472135954999579,1,4,0,0,
src/main/java/example/KMPSearch.java,62,62,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,65,68,NaN,0,5,0,0,
src/main/java/example/KMPSearch.java,66,66,0.4472135954999579,1,4,0,0,
src/main/java/example/KMPSearch.java,67,67,0.4472135954999579,1,4,0,0,
