FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/ClimbingStairs.java,14,14,0.6324555320336759,2,0,3,0,
src/main/java/example/ClimbingStairs.java,15,15,0.0,0,2,2,1,
src/main/java/example/ClimbingStairs.java,17,17,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,18,18,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,20,20,NaN,0,2,0,3,
src/main/java/example/ClimbingStairs.java,22,22,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,23,23,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,24,24,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,22,27,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,26,26,0.8164965809277261,2,0,1,2,
src/main/java/example/ClimbingStairs.java,29,29,0.8164965809277261,2,0,1,2,
