mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
5,false,34,5,0.6666666666666667,7,0.5,0.7559289460184544,4,0,3,0,
5,false,35,5,0.6666666666666667,7,0.5,0.7559289460184544,4,0,3,0,
5,false,37,5,0.6666666666666667,7,0.5,0.7559289460184544,4,0,3,0,
5,false,38,8,0.41666666666666663,13,0.0,0.0,0,4,1,2,
5,false,41,2,0.9166666666666666,4,0.75,0.8164965809277261,4,0,2,1,
5,false,44,2,0.9166666666666666,4,0.75,0.8164965809277261,4,0,2,1,
5,true,47,2,0.9166666666666666,4,0.75,0.8164965809277261,4,0,2,1,
5,false,48,1,1.0,1,1.0,1.0,4,0,0,3,
5,false,52,8,0.41666666666666663,13,0.0,0.0,0,4,2,1,
5,false,52,8,0.41666666666666663,13,0.0,0.0,0,4,2,1,
5,false,54,8,0.41666666666666663,13,0.0,0.0,0,4,1,2,
5,false,56,8,0.41666666666666663,13,0.0,0.0,0,4,1,2,
5,false,63,8,0.41666666666666663,13,0.0,0.0,0,4,2,1,
