FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/BinaryToDecimal.java,13,13,NaN,0,8,0,1,
src/main/java/example/BinaryToDecimal.java,14,14,NaN,0,8,0,1,
src/main/java/example/BinaryToDecimal.java,15,15,0.9428090415820635,8,0,1,0,
src/main/java/example/BinaryToDecimal.java,16,16,0.9428090415820635,8,0,1,0,
src/main/java/example/BinaryToDecimal.java,17,17,0.9428090415820635,8,0,1,0,
src/main/java/example/BinaryToDecimal.java,18,18,0.9428090415820635,8,0,1,0,
src/main/java/example/BinaryToDecimal.java,19,19,1.0,8,0,0,1,
src/main/java/example/BinaryToDecimal.java,20,20,1.0,8,0,0,1,
src/main/java/example/BinaryToDecimal.java,21,21,1.0,8,0,0,1,
src/main/java/example/BinaryToDecimal.java,18,22,0.9428090415820635,8,0,1,0,
src/main/java/example/BinaryToDecimal.java,23,23,0.9428090415820635,8,0,1,0,
src/main/java/example/BinaryToDecimal.java,32,32,NaN,0,8,0,1,
src/main/java/example/BinaryToDecimal.java,33,33,NaN,0,8,0,1,
src/main/java/example/BinaryToDecimal.java,34,34,NaN,0,8,0,1,
src/main/java/example/BinaryToDecimal.java,35,35,NaN,0,8,0,1,
