mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
11,false,16,1,1.0,1,1.0,0.9486832980505138,18,0,2,0,
11,false,17,7,0.1428571428571429,7,0.1428571428571429,0.23570226039551587,1,17,0,2,
11,false,20,6,0.2857142857142857,6,0.2857142857142857,0.9192547197409877,17,1,2,0,
11,false,21,8,0.0,8,0.0,0.0,0,18,1,1,
11,true,24,2,0.8571428571428572,5,0.4285714285714286,0.9444444444444444,17,1,1,1,
11,false,25,2,0.8571428571428572,5,0.4285714285714286,0.9444444444444444,17,1,1,1,
11,false,25,2,0.8571428571428572,5,0.4285714285714286,0.9444444444444444,17,1,1,1,
11,false,30,2,0.8571428571428572,5,0.4285714285714286,0.9444444444444444,17,1,1,1,
