mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
21,false,12,1,1.0,3,0.8181818181818181,0.8660254037844387,3,0,1,2,
21,true,16,4,0.7272727272727273,5,0.6363636363636364,0.7071067811865476,3,0,3,0,
21,false,17,4,0.7272727272727273,5,0.6363636363636364,0.7071067811865476,3,0,3,0,
21,false,20,1,1.0,3,0.8181818181818181,0.8660254037844387,3,0,1,2,
21,false,23,1,1.0,3,0.8181818181818181,0.8660254037844387,3,0,1,2,
21,false,24,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
21,false,25,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
21,false,26,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
21,false,29,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
21,false,30,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
21,false,31,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
21,false,32,6,0.5454545454545454,12,0.0,0.0,0,3,1,2,
