FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/MColoring.java,23,23,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,24,24,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,25,25,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,30,30,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,32,32,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,33,33,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,34,34,NaN,0,2,0,1,
src/main/java/example/MColoring.java,32,72,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,39,39,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,40,40,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,41,41,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,44,44,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,45,45,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,46,46,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,44,71,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,50,70,0.8164965809277261,2,0,1,0,
src/main/java/example/MColoring.java,55,55,NaN,0,2,0,1,
src/main/java/example/MColoring.java,56,56,NaN,0,2,0,1,
src/main/java/example/MColoring.java,61,61,NaN,0,2,0,1,
src/main/java/example/MColoring.java,62,62,NaN,0,2,0,1,
src/main/java/example/MColoring.java,66,66,NaN,0,2,0,1,
src/main/java/example/MColoring.java,67,67,NaN,0,2,0,1,
src/main/java/example/MColoring.java,68,68,NaN,0,2,0,1,
src/main/java/example/MColoring.java,66,69,NaN,0,2,0,1,
src/main/java/example/MColoring.java,73,73,0.8164965809277261,2,0,1,0,
