FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/MColoring.java,23,23,1.0,3,0,0,0,
src/main/java/example/MColoring.java,24,24,1.0,3,0,0,0,
src/main/java/example/MColoring.java,25,25,1.0,3,0,0,0,
src/main/java/example/MColoring.java,30,30,NaN,0,3,0,0,
src/main/java/example/MColoring.java,32,32,NaN,0,3,0,0,
src/main/java/example/MColoring.java,33,33,NaN,0,3,0,0,
src/main/java/example/MColoring.java,34,34,NaN,0,3,0,0,
src/main/java/example/MColoring.java,32,72,NaN,0,3,0,0,
src/main/java/example/MColoring.java,39,39,NaN,0,3,0,0,
src/main/java/example/MColoring.java,40,40,NaN,0,3,0,0,
src/main/java/example/MColoring.java,41,41,NaN,0,3,0,0,
src/main/java/example/MColoring.java,44,44,NaN,0,3,0,0,
src/main/java/example/MColoring.java,45,45,NaN,0,3,0,0,
src/main/java/example/MColoring.java,46,46,NaN,0,3,0,0,
src/main/java/example/MColoring.java,44,71,NaN,0,3,0,0,
src/main/java/example/MColoring.java,50,70,NaN,0,3,0,0,
src/main/java/example/MColoring.java,55,55,NaN,0,3,0,0,
src/main/java/example/MColoring.java,56,56,NaN,0,3,0,0,
src/main/java/example/MColoring.java,61,61,NaN,0,3,0,0,
src/main/java/example/MColoring.java,62,62,NaN,0,3,0,0,
src/main/java/example/MColoring.java,66,66,NaN,0,3,0,0,
src/main/java/example/MColoring.java,67,67,NaN,0,3,0,0,
src/main/java/example/MColoring.java,68,68,NaN,0,3,0,0,
src/main/java/example/MColoring.java,66,69,NaN,0,3,0,0,
src/main/java/example/MColoring.java,73,73,NaN,0,3,0,0,
