mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
16,false,18,12,0.0,12,0.0,0.7071067811865476,3,0,3,0,
16,false,19,11,0.09090909090909094,11,0.09090909090909094,0.7745966692414834,3,0,2,1,
16,false,21,1,1.0,6,0.5454545454545454,1.0,3,0,0,3,
16,false,22,1,1.0,6,0.5454545454545454,1.0,3,0,0,3,
16,false,23,1,1.0,6,0.5454545454545454,1.0,3,0,0,3,
16,true,25,1,1.0,6,0.5454545454545454,1.0,3,0,0,3,
16,true,25,1,1.0,6,0.5454545454545454,1.0,3,0,0,3,
16,false,26,7,0.4545454545454546,10,0.18181818181818177,0.8164965809277261,2,1,0,3,
16,false,27,7,0.4545454545454546,10,0.18181818181818177,0.8164965809277261,2,1,0,3,
16,false,28,7,0.4545454545454546,10,0.18181818181818177,0.8164965809277261,2,1,0,3,
16,false,29,7,0.4545454545454546,10,0.18181818181818177,0.8164965809277261,2,1,0,3,
16,false,32,1,1.0,6,0.5454545454545454,1.0,3,0,0,3,
