mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
15,false,18,12,0.0,12,0.0,0.7071067811865476,3,0,3,0,
15,false,19,11,0.09090909090909094,11,0.09090909090909094,0.7745966692414834,3,0,2,1,
15,false,21,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,22,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,true,23,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,25,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,25,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,26,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,27,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,28,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,29,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
15,false,32,1,1.0,10,0.18181818181818177,1.0,3,0,0,3,
