[example.SumOfSubsetTest.basicCheck1, example.SumOfSubsetTest.basicCheck4, example.SumOfSubsetTest.basicCheck5, example.SumOfSubsetTest.basicCheck2, example.SumOfSubsetTest.basicCheck3]
src/main/java/example/SumOfSubset.java
00008,x,x,x,x,x
00009,-,x,-,-,-
00011,x,x,x,x,x
00012,x,x,x,x,x
00015,x,x,x,x,x
