mutanID,type,line,before,after,flResult,fitness,_mutanID,_bug,_line,_(Pos)rank,_(Pos)FLscore,_(Neg)rank,_(Neg)FLscore,_susValue,_ef,_nf,_ep,_np
41, ChangeNumericLiteral,22, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
42, ChangeNumericLiteral,28, "3", "4",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
43, ChangeNumericLiteral,28, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
44, ChangeNumericLiteral,28, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
45, ChangeNumericLiteral,29, "3", "4",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
46, ChangeNumericLiteral,29, "2", "3",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
47, ChangeNumericLiteral,29, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
48, ChangeNumericLiteral,33, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
49, ChangeNumericLiteral,33, "8", "9",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
50, ChangeNumericLiteral,34, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
51, ChangeNumericLiteral,42, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
52, ChangeNumericLiteral,42, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
53, ChangeNumericLiteral,50, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
54, ChangeNumericLiteral,50, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
55, ChangeNumericLiteral,51, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
56, ChangeNumericLiteral,51, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
57, ChangeNumericLiteral,55, "8", "9",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
58, ChangeNumericLiteral,56, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
59, ChangeNumericLiteral,56, "7", "8",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
60, ChangeNumericLiteral,64, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
61, ChangeNumericLiteral,65, "0", "1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
62, ChangeNumericLiteral,65, "7", "8",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
63, ChangeNumericLiteral,93, "6", "7",CREATED,0.0,63,true,93,1,1.0,23,0.0,1.0,1,0,0,0,
64, ChangeNumericLiteral,93, "5", "6",CREATED,0.0,64,true,93,1,1.0,23,0.0,1.0,1,0,0,0,
65, ChangeNumericLiteral,93, "2", "3",CREATED,0.0,65,true,93,1,1.0,27,0.0,1.0,1,0,0,0,
66, ChangeNumericLiteral,96, "0", "1",CREATED,0.0,66,true,96,1,1.0,16,0.0,1.0,1,0,0,0,
67, ChangeNumericLiteral,98, "2", "3",CREATED,0.0,67,true,98,1,1.0,23,0.0,1.0,1,0,0,0,
68, ChangeNumericLiteral,100, "1", "0",CREATED,0.0,68,true,100,1,1.0,23,0.0,1.0,1,0,0,0,
69, ChangeNumericLiteral,102, "1", "0",CREATED,0.0,69,true,102,1,1.0,23,0.0,1.0,1,0,0,0,
70, ChangeNumericLiteral,104, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
71, ChangeNumericLiteral,106, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
72, ChangeNumericLiteral,112, "3", "4",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
73, ChangeNumericLiteral,124, "6", "7",CREATED,0.0,73,true,124,1,1.0,21,0.0,1.0,1,0,0,0,
74, ChangeNumericLiteral,124, "5", "6",CREATED,0.0,74,true,124,1,1.0,21,0.0,1.0,1,0,0,0,
75, ChangeNumericLiteral,124, "2", "3",CREATED,0.0,75,true,124,1,1.0,25,0.0,1.0,1,0,0,0,
76, ChangeNumericLiteral,127, "0", "1",CREATED,0.0,76,true,127,1,1.0,14,0.0,1.0,1,0,0,0,
77, ChangeNumericLiteral,129, "2", "3",CREATED,0.0,77,true,129,1,1.0,21,0.0,1.0,1,0,0,0,
78, ChangeNumericLiteral,131, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
79, ChangeNumericLiteral,135, "1", "0",CREATED,0.0,79,true,135,1,1.0,21,0.0,1.0,1,0,0,0,
80, ChangeNumericLiteral,137, "1", "0",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
81, ChangeNumericLiteral,143, "3", "4",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
82, Increments,14, "i++", "i--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
83, Increments,20, "i++", "i--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
84, Increments,33, "i++", "i--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
85, Increments,34, "j++", "j--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
86, Increments,41, "i++", "i--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
87, Increments,64, "i++", "i--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
88, Increments,65, "j++", "j--",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
89, EmptyAssignment,9, "new int[8][7]", "new int[][]{}",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
90, EmptyAssignment,10, "new int[8][7]", "new int[][]{}",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
91, Math,35, "map[i][j] + " "", "map[i][j] - " "",NONE,0.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
92, Math,66, "map2[i][j] + " "", "map2[i][j] - " "",NONE,0.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
93, Math,100, "i + 1", "i - 1",CREATED,0.0,93,true,100,1,1.0,23,0.0,1.0,1,0,0,0,
94, Math,102, "j + 1", "j - 1",CREATED,0.0,94,true,102,1,1.0,23,0.0,1.0,1,0,0,0,
95, Math,104, "i - 1", "i + 1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
96, Math,106, "j - 1", "j + 1",FAILED,1.0,-1,true,-1,-1,NaN,-1,NaN,NaN,-1,-1,-1,-1,
97, Math,131, "i - 1", "i + 1",CREATED,0.0,97,true,131,1,1.0,20,0.0,1.0,1,0,0,0,
98, Math,133, "j + 1", "j - 1",CREATED,0.0,98,true,133,1,1.0,21,0.0,1.0,1,0,0,0,
99, Math,135, "i + 1", "i - 1",CREATED,0.0,99,true,135,1,1.0,21,0.0,1.0,1,0,0,0,
