FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Calc.java,4,4,0.5773502691896257,5,0,10,0,
src/main/java/example/Calc.java,5,5,0.5773502691896257,5,0,10,0,
src/main/java/example/Calc.java,6,6,0.0,0,5,5,5,
src/main/java/example/Calc.java,8,8,0.7071067811865475,5,0,5,5,
src/main/java/example/Calc.java,9,9,0.0,0,5,3,7,
src/main/java/example/Calc.java,11,11,0.8451542547285166,5,0,2,8,
src/main/java/example/Calc.java,12,12,0.6708203932499369,3,2,1,9,
src/main/java/example/Calc.java,14,14,0.5163977794943222,2,3,1,9,
src/main/java/example/Calc.java,15,15,NaN,0,5,0,10,
src/main/java/example/Calc.java,17,17,0.5773502691896257,5,0,10,0,
src/main/java/example/Calc.java,21,21,0.0,0,5,5,5,
src/main/java/example/Calc.java,24,24,0.0,0,5,3,7,
src/main/java/example/Calc.java,27,27,0.6708203932499369,3,2,1,9,
src/main/java/example/Calc.java,30,30,NaN,0,5,0,10,
src/main/java/example/Calc.java,31,31,NaN,0,5,0,10,
src/main/java/example/Calc.java,33,33,NaN,0,5,0,10,
