FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Calc.java,4,4,0.4472135954999579,3,0,12,0,
src/main/java/example/Calc.java,5,5,0.4472135954999579,3,0,12,0,
src/main/java/example/Calc.java,6,6,0.0,0,3,5,7,
src/main/java/example/Calc.java,8,8,0.5477225575051661,3,0,7,5,
src/main/java/example/Calc.java,9,9,0.0,0,3,3,9,
src/main/java/example/Calc.java,11,11,0.6546536707079772,3,0,4,8,
src/main/java/example/Calc.java,12,12,0.6666666666666666,2,1,1,11,
src/main/java/example/Calc.java,14,14,0.2886751345948129,1,2,3,9,
src/main/java/example/Calc.java,15,15,0.0,0,3,3,9,
src/main/java/example/Calc.java,17,17,0.3086066999241838,2,1,12,0,
src/main/java/example/Calc.java,21,21,0.0,0,3,5,7,
src/main/java/example/Calc.java,24,24,0.0,0,3,3,9,
src/main/java/example/Calc.java,27,27,NaN,0,3,0,12,
src/main/java/example/Calc.java,30,30,0.2886751345948129,1,2,3,9,
src/main/java/example/Calc.java,31,31,0.5773502691896258,1,2,0,12,
src/main/java/example/Calc.java,33,33,0.0,0,3,3,9,
