FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Calc.java,4,4,0.8563488385776753,11,0,4,0,
src/main/java/example/Calc.java,5,5,0.8563488385776753,11,0,4,0,
src/main/java/example/Calc.java,6,6,0.5393598899705937,4,7,1,3,
src/main/java/example/Calc.java,8,8,0.6674238124719146,7,4,3,1,
src/main/java/example/Calc.java,9,9,0.3481553119113957,2,9,1,3,
src/main/java/example/Calc.java,11,11,0.5698028822981898,5,6,2,2,
src/main/java/example/Calc.java,12,12,0.3481553119113957,2,9,1,3,
src/main/java/example/Calc.java,14,14,0.45226701686664544,3,8,1,3,
src/main/java/example/Calc.java,15,15,0.3481553119113957,2,9,1,3,
src/main/java/example/Calc.java,17,17,0.8058229640253802,10,1,4,0,
src/main/java/example/Calc.java,21,21,0.5393598899705937,4,7,1,3,
src/main/java/example/Calc.java,24,24,0.3481553119113957,2,9,1,3,
src/main/java/example/Calc.java,27,27,0.3481553119113957,2,9,1,3,
src/main/java/example/Calc.java,30,30,0.45226701686664544,3,8,1,3,
src/main/java/example/Calc.java,31,31,0.30151134457776363,1,10,0,4,
src/main/java/example/Calc.java,33,33,0.3481553119113957,2,9,1,3,
