FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Calc.java,4,4,0.9309493362512627,13,0,2,0,
src/main/java/example/Calc.java,5,5,0.9309493362512627,13,0,2,0,
src/main/java/example/Calc.java,6,6,0.7893522173763263,9,4,1,1,
src/main/java/example/Calc.java,8,8,0.49613893835683387,4,9,1,1,
src/main/java/example/Calc.java,9,9,NaN,0,13,0,2,
src/main/java/example/Calc.java,11,11,0.49613893835683387,4,9,1,1,
src/main/java/example/Calc.java,12,12,NaN,0,13,0,2,
src/main/java/example/Calc.java,14,14,0.49613893835683387,4,9,1,1,
src/main/java/example/Calc.java,15,15,NaN,0,13,0,2,
src/main/java/example/Calc.java,17,17,0.9309493362512627,13,0,2,0,
src/main/java/example/Calc.java,21,21,0.7893522173763263,9,4,1,1,
src/main/java/example/Calc.java,24,24,NaN,0,13,0,2,
src/main/java/example/Calc.java,27,27,NaN,0,13,0,2,
src/main/java/example/Calc.java,30,30,NaN,0,13,0,2,
src/main/java/example/Calc.java,31,31,NaN,0,13,0,2,
src/main/java/example/Calc.java,33,33,NaN,0,13,0,2,
