FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/Calc.java,4,4,0.2581988897471611,1,0,14,0,
src/main/java/example/Calc.java,5,5,0.2581988897471611,1,0,14,0,
src/main/java/example/Calc.java,6,6,0.0,0,1,5,9,
src/main/java/example/Calc.java,8,8,0.31622776601683794,1,0,9,5,
src/main/java/example/Calc.java,9,9,0.0,0,1,3,11,
src/main/java/example/Calc.java,11,11,0.3779644730092272,1,0,6,8,
src/main/java/example/Calc.java,12,12,0.0,0,1,3,11,
src/main/java/example/Calc.java,14,14,0.5,1,0,3,11,
src/main/java/example/Calc.java,15,15,0.0,0,1,3,11,
src/main/java/example/Calc.java,17,17,0.0,0,1,14,0,
src/main/java/example/Calc.java,21,21,0.0,0,1,5,9,
src/main/java/example/Calc.java,24,24,0.0,0,1,3,11,
src/main/java/example/Calc.java,27,27,0.0,0,1,3,11,
src/main/java/example/Calc.java,30,30,0.5,1,0,3,11,
src/main/java/example/Calc.java,31,31,1.0,1,0,0,14,
src/main/java/example/Calc.java,33,33,0.0,0,1,3,11,
