FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/MinimumPathSum.java,34,34,0.7302967433402214,4,2,1,0,
src/main/java/example/MinimumPathSum.java,35,35,0.7302967433402214,4,2,1,0,
src/main/java/example/MinimumPathSum.java,37,37,0.7302967433402214,4,2,1,0,
src/main/java/example/MinimumPathSum.java,38,38,0.0,0,6,1,0,
src/main/java/example/MinimumPathSum.java,41,41,0.8164965809277261,4,2,0,1,
src/main/java/example/MinimumPathSum.java,44,44,0.8164965809277261,4,2,0,1,
src/main/java/example/MinimumPathSum.java,47,47,0.8164965809277261,4,2,0,1,
src/main/java/example/MinimumPathSum.java,48,48,0.8164965809277261,4,2,0,1,
src/main/java/example/MinimumPathSum.java,52,52,0.8164965809277261,4,2,0,1,
src/main/java/example/MinimumPathSum.java,52,60,0.8164965809277261,4,2,0,1,
src/main/java/example/MinimumPathSum.java,54,54,0.7071067811865476,3,3,0,1,
src/main/java/example/MinimumPathSum.java,56,56,0.7071067811865476,3,3,0,1,
src/main/java/example/MinimumPathSum.java,58,58,0.7071067811865476,3,3,0,1,
src/main/java/example/MinimumPathSum.java,63,63,0.8164965809277261,4,2,0,1,
