FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/MinimumPathSum.java,34,34,0.47140452079103173,2,1,4,0,
src/main/java/example/MinimumPathSum.java,35,35,0.47140452079103173,2,1,4,0,
src/main/java/example/MinimumPathSum.java,37,37,0.47140452079103173,2,1,4,0,
src/main/java/example/MinimumPathSum.java,38,38,0.8164965809277261,2,1,0,4,
src/main/java/example/MinimumPathSum.java,41,41,0.0,0,3,4,0,
src/main/java/example/MinimumPathSum.java,44,44,0.0,0,3,4,0,
src/main/java/example/MinimumPathSum.java,47,47,0.0,0,3,4,0,
src/main/java/example/MinimumPathSum.java,48,48,0.0,0,3,4,0,
src/main/java/example/MinimumPathSum.java,52,52,0.0,0,3,4,0,
src/main/java/example/MinimumPathSum.java,52,60,0.0,0,3,4,0,
src/main/java/example/MinimumPathSum.java,54,54,0.0,0,3,3,1,
src/main/java/example/MinimumPathSum.java,56,56,0.0,0,3,3,1,
src/main/java/example/MinimumPathSum.java,58,58,0.0,0,3,3,1,
src/main/java/example/MinimumPathSum.java,63,63,0.0,0,3,4,0,
