FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/MinimumPathSum.java,34,34,0.7559289460184544,4,0,3,0,
src/main/java/example/MinimumPathSum.java,35,35,0.7559289460184544,4,0,3,0,
src/main/java/example/MinimumPathSum.java,37,37,0.7559289460184544,4,0,3,0,
src/main/java/example/MinimumPathSum.java,38,38,0.0,0,4,1,2,
src/main/java/example/MinimumPathSum.java,41,41,0.8164965809277261,4,0,2,1,
src/main/java/example/MinimumPathSum.java,44,44,0.8164965809277261,4,0,2,1,
src/main/java/example/MinimumPathSum.java,47,47,0.8164965809277261,4,0,2,1,
src/main/java/example/MinimumPathSum.java,48,48,0.75,3,1,1,2,
src/main/java/example/MinimumPathSum.java,52,52,0.8164965809277261,4,0,2,1,
src/main/java/example/MinimumPathSum.java,52,60,0.8164965809277261,4,0,2,1,
src/main/java/example/MinimumPathSum.java,54,54,NaN,0,4,0,3,
src/main/java/example/MinimumPathSum.java,56,56,NaN,0,4,0,3,
src/main/java/example/MinimumPathSum.java,58,58,NaN,0,4,0,3,
src/main/java/example/MinimumPathSum.java,63,63,0.8164965809277261,4,0,2,1,
