mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
8,false,14,9,0.11111111111111116,9,0.11111111111111116,0.7745966692414834,3,0,2,0,
8,false,15,10,0.0,10,0.0,0.0,0,3,2,0,
8,false,17,1,1.0,5,0.5555555555555556,1.0,3,0,0,2,
8,false,18,1,1.0,5,0.5555555555555556,1.0,3,0,0,2,
8,true,22,1,1.0,5,0.5555555555555556,1.0,3,0,0,2,
8,true,22,1,1.0,5,0.5555555555555556,1.0,3,0,0,2,
8,false,23,6,0.4444444444444444,8,0.2222222222222222,0.8164965809277261,2,1,0,2,
8,false,24,6,0.4444444444444444,8,0.2222222222222222,0.8164965809277261,2,1,0,2,
8,false,26,6,0.4444444444444444,8,0.2222222222222222,0.8164965809277261,2,1,0,2,
8,false,29,1,1.0,5,0.5555555555555556,1.0,3,0,0,2,
