mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
15,true,14,6,0.4444444444444444,6,0.4444444444444444,0.4472135954999579,1,0,4,0,
15,false,15,7,0.33333333333333337,10,0.0,0.0,0,1,1,3,
15,false,17,1,1.0,5,0.5555555555555556,0.5,1,0,3,1,
15,false,18,1,1.0,5,0.5555555555555556,0.5,1,0,3,1,
15,false,22,1,1.0,5,0.5555555555555556,0.5,1,0,3,1,
15,false,22,1,1.0,5,0.5555555555555556,0.5,1,0,3,1,
15,false,23,7,0.33333333333333337,10,0.0,0.0,0,1,3,1,
15,false,24,7,0.33333333333333337,10,0.0,0.0,0,1,3,1,
15,false,26,7,0.33333333333333337,10,0.0,0.0,0,1,3,1,
15,false,29,1,1.0,5,0.5555555555555556,0.5,1,0,3,1,
