[example.MColoringTest.testGraphColoring1, example.MColoringTest.testGraphColoring2, example.MColoringTest.testGraphColoring3]
src/main/java/example/MColoring.java
00023,x,x,x
00024,x,x,x
00025,x,x,x
00030,x,x,x
00032,x,x,x
00033,x,x,x
00039,x,x,x
00040,x,x,x
00041,x,x,x
00044,x,x,x
00045,x,x,x
00046,x,x,x
00050,x,x,x
00055,x,x,x
00056,x,x,x
00061,x,x,-
00062,x,x,-
00066,x,x,-
00067,x,x,-
00068,x,x,-
