FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/HighestSetBit.java,16,16,0.9746794344808964,19,0,1,0,
src/main/java/example/HighestSetBit.java,17,17,0.22941573387056174,1,18,0,1,
src/main/java/example/HighestSetBit.java,20,20,0.9473684210526315,18,1,1,0,
src/main/java/example/HighestSetBit.java,21,21,0.0,0,19,1,0,
src/main/java/example/HighestSetBit.java,24,24,0.9733285267845753,18,1,0,1,
src/main/java/example/HighestSetBit.java,25,25,0.9733285267845753,18,1,0,1,
src/main/java/example/HighestSetBit.java,26,26,0.9733285267845753,18,1,0,1,
src/main/java/example/HighestSetBit.java,27,27,0.9733285267845753,18,1,0,1,
src/main/java/example/HighestSetBit.java,25,28,0.9733285267845753,18,1,0,1,
src/main/java/example/HighestSetBit.java,30,30,NaN,0,19,0,1,
