FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/HighestSetBit.java,16,16,0.9219544457292888,17,0,3,0,
src/main/java/example/HighestSetBit.java,17,17,0.24253562503633297,1,16,0,3,
src/main/java/example/HighestSetBit.java,20,20,0.8902638145194516,16,1,3,0,
src/main/java/example/HighestSetBit.java,21,21,0.0,0,17,1,2,
src/main/java/example/HighestSetBit.java,24,24,0.9146591207600472,16,1,2,1,
src/main/java/example/HighestSetBit.java,25,25,0.9146591207600472,16,1,2,1,
src/main/java/example/HighestSetBit.java,26,26,NaN,0,17,0,3,
src/main/java/example/HighestSetBit.java,27,27,NaN,0,17,0,3,
src/main/java/example/HighestSetBit.java,25,28,0.9146591207600472,16,1,2,1,
src/main/java/example/HighestSetBit.java,30,30,0.9146591207600472,16,1,2,1,
