FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/HighestSetBit.java,16,16,1.0,20,0,0,0,
src/main/java/example/HighestSetBit.java,17,17,0.22360679774997896,1,19,0,0,
src/main/java/example/HighestSetBit.java,20,20,0.9746794344808964,19,1,0,0,
src/main/java/example/HighestSetBit.java,21,21,0.9486832980505138,18,2,0,0,
src/main/java/example/HighestSetBit.java,24,24,0.22360679774997896,1,19,0,0,
src/main/java/example/HighestSetBit.java,25,25,0.22360679774997896,1,19,0,0,
src/main/java/example/HighestSetBit.java,26,26,NaN,0,20,0,0,
src/main/java/example/HighestSetBit.java,27,27,NaN,0,20,0,0,
src/main/java/example/HighestSetBit.java,25,28,0.22360679774997896,1,19,0,0,
src/main/java/example/HighestSetBit.java,30,30,0.22360679774997896,1,19,0,0,
