[example.WordSearchTest.test2, example.WordSearchTest.test3, example.WordSearchTest.test1]
src/main/java/example/WordSearch.java
00041,o,o,o
00045,o,o,o
00046,o,o,o
00047,o,-,o
00049,o,o,o
00050,o,o,o
00051,o,o,o
00052,o,o,o
00053,o,o,o
00054,o,o,o
00057,o,o,-
00058,o,o,-
00062,o,o,o
00063,o,o,o
00064,o,o,o
00065,o,o,o
00066,o,o,o
00067,o,o,o
00068,o,o,o
00069,o,o,o
00073,-,o,-
