FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/IndexOfRightMostSetBit.java,12,12,0.8164965809277261,2,0,1,0,
src/main/java/example/IndexOfRightMostSetBit.java,13,13,0.0,0,2,1,0,
src/main/java/example/IndexOfRightMostSetBit.java,17,17,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,18,18,0.7071067811865475,1,1,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,19,19,0.7071067811865475,1,1,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,17,20,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,22,22,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,23,23,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,24,24,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,25,25,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,23,26,1.0,2,0,0,1,
src/main/java/example/IndexOfRightMostSetBit.java,28,28,NaN,0,2,0,1,
