mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
4,false,8,1,1.0,4,0.25,1.0,5,0,0,0,
4,false,9,5,0.0,5,0.0,0.4472135954999579,1,4,0,0,
4,true,11,1,1.0,4,0.25,1.0,5,0,0,0,
4,false,12,1,1.0,4,0.25,1.0,5,0,0,0,
4,false,15,1,1.0,4,0.25,1.0,5,0,0,0,
