[example.OctalToBinaryTest.testConvertOctalToBinary03, example.OctalToBinaryTest.testConvertOctalToBinary04, example.OctalToBinaryTest.testConvertOctalToBinary01, example.OctalToBinaryTest.testConvertOctalToBinary02]
src/main/java/example/OctalToBinary.java
00013,x,x,x,o
00014,x,x,x,o
00016,x,x,x,o
00017,x,x,x,o
00018,x,x,x,o
00020,x,x,x,o
00022,x,x,x,o
00023,x,x,x,o
00026,x,x,x,o
00030,x,x,x,o
00031,x,x,x,o
00033,x,x,x,o
00034,x,x,x,o
00035,x,x,x,o
00037,x,x,x,o
00038,x,x,x,o
00041,x,x,x,o
