[example.OctalToBinaryTest.testConvertOctalToBinary03, example.OctalToBinaryTest.testConvertOctalToBinary04, example.OctalToBinaryTest.testConvertOctalToBinary01, example.OctalToBinaryTest.testConvertOctalToBinary02]
src/main/java/example/OctalToBinary.java
00013,x,x,x,x
00014,x,x,x,x
00016,x,x,x,x
00026,x,x,x,x
