mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
7,false,12,9,0.2727272727272727,9,0.2727272727272727,0.8164965809277261,2,0,1,0,
7,false,13,12,0.0,12,0.0,0.0,0,2,1,0,
7,false,17,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,17,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,18,10,0.18181818181818177,11,0.09090909090909094,0.7071067811865475,1,1,0,1,
7,false,19,10,0.18181818181818177,11,0.09090909090909094,0.7071067811865475,1,1,0,1,
7,true,22,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,23,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,23,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,24,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,25,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
7,false,28,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
