mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
17,false,12,7,0.33333333333333337,7,0.33333333333333337,0.8164965809277261,2,0,1,0,
17,false,13,10,0.0,10,0.0,0.0,0,2,1,0,
17,false,17,1,1.0,6,0.4444444444444444,1.0,2,0,0,1,
17,false,17,1,1.0,6,0.4444444444444444,1.0,2,0,0,1,
17,false,18,8,0.2222222222222222,9,0.11111111111111116,0.7071067811865475,1,1,0,1,
17,false,19,8,0.2222222222222222,9,0.11111111111111116,0.7071067811865475,1,1,0,1,
17,false,22,1,1.0,6,0.4444444444444444,1.0,2,0,0,1,
17,true,23,1,1.0,6,0.4444444444444444,1.0,2,0,0,1,
17,true,23,1,1.0,6,0.4444444444444444,1.0,2,0,0,1,
17,false,28,1,1.0,6,0.4444444444444444,1.0,2,0,0,1,
