mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
19,false,12,9,0.2727272727272727,9,0.2727272727272727,0.8164965809277261,2,0,1,0,
19,false,13,12,0.0,12,0.0,0.0,0,2,1,0,
19,false,17,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,false,17,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,false,18,10,0.18181818181818177,11,0.09090909090909094,0.7071067811865475,1,1,0,1,
19,false,19,10,0.18181818181818177,11,0.09090909090909094,0.7071067811865475,1,1,0,1,
19,false,22,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,false,23,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,false,23,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,false,24,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,true,25,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
19,false,28,1,1.0,8,0.36363636363636365,1.0,2,0,0,1,
