mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
3,true,12,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,17,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,17,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,18,9,0.19999999999999996,11,0.0,0.0,0,1,1,1,
3,false,19,9,0.19999999999999996,11,0.0,0.0,0,1,1,1,
3,false,22,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,23,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,23,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,24,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,25,1,1.0,8,0.30000000000000004,0.5773502691896258,1,0,2,0,
3,false,28,9,0.19999999999999996,11,0.0,0.0,0,1,2,0,
