mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
1,false,12,2,0.9090909090909091,2,0.9090909090909091,0.5773502691896258,1,0,2,0,
1,true,13,1,1.0,1,1.0,1.0,1,0,0,2,
1,false,17,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,17,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,18,3,0.8181818181818181,12,0.0,0.0,0,1,1,1,
1,false,19,3,0.8181818181818181,12,0.0,0.0,0,1,1,1,
1,false,22,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,23,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,23,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,24,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,25,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
1,false,28,3,0.8181818181818181,12,0.0,0.0,0,1,2,0,
