mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
21,false,13,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,14,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,16,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,16,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,17,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,18,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,20,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,22,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,23,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,26,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,30,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,31,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,true,33,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,true,33,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
21,false,34,16,0.16666666666666663,19,0.0,0.8660254037844387,3,1,0,0,
21,false,35,16,0.16666666666666663,19,0.0,0.8660254037844387,3,1,0,0,
21,false,37,16,0.16666666666666663,19,0.0,0.8660254037844387,3,1,0,0,
21,false,38,16,0.16666666666666663,19,0.0,0.8660254037844387,3,1,0,0,
21,false,41,1,1.0,15,0.2222222222222222,1.0,4,0,0,0,
