[example.TribonacciTest.testKnownValues0, example.TribonacciTest.testKnownValues5, example.TribonacciTest.testKnownValues2, example.TribonacciTest.testKnownValues1, example.TribonacciTest.testKnownValues4, example.TribonacciTest.testKnownValues3]
src/main/java/example/Tribonacci.java
00018,o,x,o,o,x,x
00019,-,x,o,o,x,x
00021,-,-,-,o,-,-
00022,-,-,-,o,-,-
00023,-,-,-,o,-,-
00025,-,-,-,o,-,-
00032,-,-,-,o,-,-
